Respondent ID,Month,Year,Survey Date,Response Time,Helpful Caring,Professional,Competent Knowledgeable,Overall Service,ObjectId
10773925667,May,2019,6/3/2019 22:50,5,5,5,5,5,280
10509211827,January,2019,2/5/2019 1:03,4,5,5,5,5,281
10483183845,January,2019,1/22/2019 23:20,5,5,5,4,5,282
10743313972,May,2019,5/20/2019 21:30,5,5,5,5,5,283
10715603184,May,2019,5/8/2019 15:02,3,4,4,4,3,284
10774340003,May,2019,6/4/2019 3:48,4,5,5,5,5,285
10509215197,January,2019,2/5/2019 1:06,5,5,5,5,5,286
10483201502,January,2019,1/22/2019 23:31,5,5,5,5,5,287
10743411804,May,2019,5/20/2019 22:11,4,4,5,4,4,288
10718564018,May,2019,5/9/2019 15:30,4,5,5,5,5,289
10774434952,May,2019,6/4/2019 5:24,3,4,4,4,4,290
10509233321,January,2019,2/5/2019 1:20,4,5,5,5,5,291
10483212013,January,2019,1/22/2019 23:37,4,5,5,5,5,292
10743430706,May,2019,5/20/2019 22:19,3,4,4,4,5,293
10718943148,April,2019,5/9/2019 17:34,4,5,5,5,5,294
10774545906,May,2019,6/4/2019 7:26,5,5,5,5,5,295
10509445469,January,2019,2/5/2019 4:37,5,5,5,5,5,296
10483258311,January,2019,1/23/2019 0:08,3,4,4,4,5,297
10743488367,May,2019,5/20/2019 22:45,5,5,5,5,5,298
10719054328,April,2019,5/9/2019 18:13,5,5,5,5,5,299
10775109378,May,2019,6/4/2019 13:45,4,5,5,4,5,300
10509457899,January,2019,2/5/2019 4:53,3,5,5,5,5,301
10483419962,January,2019,1/23/2019 1:55,5,5,5,5,5,302
10743504182,May,2019,5/20/2019 22:53,3,3,3,3,3,303
10719560807,April,2019,5/9/2019 21:21,5,5,5,5,5,304
10775457464,May,2019,6/4/2019 15:56,4,5,5,5,5,305
10509498826,January,2019,2/5/2019 5:44,4,4,5,4,5,306
10483465080,January,2019,1/23/2019 2:21,5,5,5,5,5,307
10743520410,May,2019,5/20/2019 23:01,4,5,5,5,5,308
10719933773,April,2019,5/10/2019 0:32,5,3,4,4,4,309
10775918179,May,2019,6/4/2019 18:50,5,4,5,4,5,310
10509518195,January,2019,2/5/2019 6:09,5,5,5,5,5,311
10483491510,January,2019,1/23/2019 2:38,5,5,5,5,5,312
10743529114,May,2019,5/20/2019 23:05,5,5,5,5,5,313
10720000888,April,2019,5/10/2019 1:16,5,5,5,5,5,314
10776136342,May,2019,6/4/2019 20:13,5,5,5,5,5,315
10510065344,January,2019,2/5/2019 13:24,3,4,4,4,3,316
10483501141,January,2019,1/23/2019 2:45,5,5,5,5,5,317
10743568010,May,2019,5/20/2019 23:26,5,5,5,5,5,318
10723586488,April,2019,5/11/2019 22:34,5,5,4,4,4,319
10779247058,May,2019,6/6/2019 0:10,5,5,4,5,5,320
10510240798,January,2019,2/5/2019 14:39,3,4,4,4,4,321
10483661470,January,2019,1/23/2019 4:53,4,5,5,5,5,322
10743568789,May,2019,5/20/2019 23:27,3,5,5,5,5,323
10724560509,May,2019,5/12/2019 23:14,5,5,5,5,5,324
10781101818,May,2019,6/6/2019 18:59,4,5,5,4,5,325
10510288583,January,2019,2/5/2019 14:57,5,5,5,5,5,326
10483936088,January,2019,1/23/2019 9:07,2,2,2,3,1,327
10743578947,May,2019,5/20/2019 23:33,4,5,4,4,5,328
10724569866,May,2019,5/12/2019 23:26,5,5,5,4,5,329
10783349695,May,2019,6/7/2019 16:43,3,4,4,4,5,330
10510290236,January,2019,2/5/2019 14:57,5,5,5,5,5,331
10489811848,January,2019,1/25/2019 17:09,5,5,5,5,5,332
10743614421,May,2019,5/20/2019 23:53,5,5,5,5,5,333
10724583275,May,2019,5/12/2019 23:42,5,4,5,5,5,334
10788053029,June,2019,6/10/2019 18:11,3,5,5,5,5,335
10510651278,January,2019,2/5/2019 17:03,3,5,5,5,5,336
10494035343,January,2019,1/28/2019 17:58,5,5,5,5,5,337
10743618049,May,2019,5/20/2019 23:56,5,5,5,5,5,338
10788138367,May,2019,6/10/2019 18:45,4,4,4,4,3,339
10510676917,January,2019,2/5/2019 17:11,4,5,5,5,5,340
10494093464,January,2019,1/28/2019 18:23,5,5,4,4,4,341
10743676488,May,2019,5/21/2019 0:32,3,5,5,5,5,342
10788143176,May,2019,6/10/2019 18:47,5,5,5,5,5,343
10511896946,January,2019,2/6/2019 3:18,5,5,5,5,5,344
10512962666,January,2019,2/6/2019 15:45,5,5,5,5,5,345
10513532514,January,2019,2/6/2019 19:09,5,5,5,5,5,346
10523050897,January,2019,2/11/2019 18:22,5,5,5,5,5,347
10523053277,January,2019,2/11/2019 18:22,5,5,5,5,5,348
10523055593,January,2019,2/11/2019 18:23,5,5,5,5,5,349
10523081705,January,2019,2/11/2019 18:34,4,5,5,5,5,350
10523117616,January,2019,2/11/2019 18:48,4,4,5,4,4,351
10523118554,January,2019,2/11/2019 18:48,5,4,5,5,5,352
10523152884,January,2019,2/11/2019 19:01,5,5,5,5,5,353
10523231563,January,2019,2/11/2019 19:31,5,5,5,5,5,354
10523556747,January,2019,2/11/2019 21:39,5,5,5,5,5,355
10523716873,January,2019,2/11/2019 22:55,3,4,4,4,4,356
10494115676,January,2019,1/28/2019 18:32,4,4,4,4,4,357
10788222399,June,2019,6/10/2019 19:19,2,5,5,5,5,358
10743823093,May,2019,5/21/2019 2:07,5,5,5,5,5,359
10494164440,January,2019,1/28/2019 18:53,5,5,5,5,5,360
10788225708,May,2019,6/10/2019 19:20,3,4,4,4,4,361
10743832472,May,2019,5/21/2019 2:13,5,5,5,5,5,362
10494178888,January,2019,1/28/2019 18:59,4,4,4,4,4,363
10788272348,June,2019,6/10/2019 19:39,5,5,5,5,5,364
10743951483,May,2019,5/21/2019 3:39,4,4,4,4,4,365
10494441459,January,2019,1/28/2019 20:52,1,1,1,1,2,366
10788350137,May,2019,6/10/2019 20:11,4,4,4,4,3,367
10744262174,May,2019,5/21/2019 8:14,5,5,5,5,5,368
10494445210,January,2019,1/28/2019 20:53,4,4,5,4,5,369
10788371756,June,2019,6/10/2019 20:19,3,5,5,5,5,370
10744950679,May,2019,5/21/2019 14:20,5,5,5,5,5,371
10494478070,January,2019,1/28/2019 21:08,4,5,5,5,5,372
10788449719,June,2019,6/10/2019 20:52,4,5,5,5,5,373
10744952379,May,2019,5/21/2019 14:21,5,5,5,5,5,374
10494506437,January,2019,1/28/2019 21:20,5,5,5,5,5,375
10788453954,June,2019,6/10/2019 20:53,5,5,5,5,5,376
10745771524,May,2019,5/21/2019 18:58,5,5,5,5,5,377
10494550335,January,2019,2/12/2019 15:54,4,5,5,5,5,378
10788797675,June,2019,6/10/2019 23:40,4,5,5,5,5,379
10749907350,May,2019,5/23/2019 6:03,5,4,4,4,5,380
10494605512,January,2019,1/28/2019 22:06,5,5,5,5,5,381
10788820473,May,2019,6/10/2019 23:53,4,5,5,5,5,382
10751477093,May,2019,5/23/2019 19:06,5,5,5,5,5,383
10494635720,January,2019,1/28/2019 22:20,5,5,5,5,5,384
10789036197,June,2019,6/11/2019 2:13,4,5,5,5,5,385
10755775181,May,2019,5/25/2019 23:40,5,5,5,5,5,386
10494696140,January,2019,1/28/2019 22:51,4,4,5,5,5,387
10789160653,June,2019,6/11/2019 3:48,5,5,5,5,5,388
10494855736,January,2019,1/29/2019 0:26,5,5,5,5,5,389
10789288583,May,2019,6/11/2019 5:51,4,4,5,4,4,390
10495153123,January,2019,1/29/2019 4:13,3,3,4,4,3,391
10789305835,May,2019,6/11/2019 6:10,4,5,5,4,5,392
10495167103,January,2019,1/29/2019 4:26,5,5,5,3,4,393
10495203087,January,2019,1/29/2019 5:04,3,4,5,5,5,394
10790531437,May,2019,6/11/2019 17:00,4,5,5,5,5,395
10790779989,May,2019,6/11/2019 18:32,5,4,5,5,5,396
10791044160,June,2019,6/11/2019 20:12,5,5,5,5,5,397
10792855263,May,2019,6/12/2019 15:09,4,4,5,5,5,398
10793453138,June,2019,6/12/2019 18:59,3,5,5,5,5,399
10795564835,May,2019,6/13/2019 16:02,5,5,5,5,5,400
10964202542,August,2019,9/2/2019 22:54,1,1,1,1,,401
10964209489,August,2019,9/2/2019 23:02,5,5,5,5,5,402
10964212026,August,2019,9/2/2019 23:04,5,5,5,5,5,403
10964219236,August,2019,9/2/2019 23:11,5,5,5,5,5,404
10964328423,August,2019,9/3/2019 0:59,5,,5,5,5,405
10964433158,August,2019,9/3/2019 2:33,4,5,5,5,5,406
10966235616,August,2019,9/3/2019 19:43,3,4,4,4,3,407
10966824199,August,2019,9/3/2019 23:55,5,5,5,5,5,408
10967152746,August,2019,9/4/2019 3:04,5,5,5,5,5,409
10969497479,August,2019,9/4/2019 21:51,4,5,5,5,4,410
10982768237,September,2019,9/10/2019 18:38,5,5,5,5,5,411
10982783376,August,2019,9/10/2019 18:43,5,5,5,5,4,412
10982783686,August,2019,9/10/2019 18:43,5,5,5,5,5,413
10982785448,August,2019,9/24/2019 17:46,5,5,5,5,5,414
10982795180,August,2019,9/10/2019 18:48,5,5,5,5,5,415
10982799097,September,2019,9/10/2019 18:49,5,5,5,5,4,416
10982837442,August,2019,9/10/2019 19:03,4,4,4,4,4,417
10982863897,September,2019,9/10/2019 19:13,5,5,5,5,5,418
10982945386,September,2019,9/10/2019 19:42,5,5,5,5,5,419
10982956914,August,2019,9/10/2019 19:47,5,5,5,5,4,420
